trace_ghistoryBits,pcIndexBits,trainingThresholdBits,weightsBits,size,mis_prediction_rate
fp_2.bz2,20,8,10,6,37632,20.163
int_1.bz2,20,8,10,6,37632,19.652
int_2.bz2,20,8,10,6,37632,0.777
mm_1.bz2,20,8,10,6,37632,13.238
mm_2.bz2,20,8,10,6,37632,19.802
fp_1.bz2,20,8,10,8,48384,1.287
fp_2.bz2,20,8,10,8,48384,4.702
int_1.bz2,20,8,10,8,48384,14.895
int_2.bz2,20,8,10,8,48384,0.640
mm_1.bz2,20,8,10,8,48384,6.855
mm_2.bz2,20,8,10,8,48384,15.271
fp_1.bz2,20,8,10,10,59136,0.946
fp_2.bz2,20,8,10,10,59136,1.787
int_1.bz2,20,8,10,10,59136,11.215
int_2.bz2,20,8,10,10,59136,0.609
mm_1.bz2,20,8,10,10,59136,4.855
mm_2.bz2,20,8,10,10,59136,13.876
fp_1.bz2,20,8,12,4,26880,1.422
fp_2.bz2,20,8,12,4,26880,20.163
int_1.bz2,20,8,12,4,26880,19.836
int_2.bz2,20,8,12,4,26880,0.805
mm_1.bz2,20,8,12,4,26880,13.552
mm_2.bz2,20,8,12,4,26880,22.814
fp_1.bz2,20,8,12,6,37632,1.339
fp_2.bz2,20,8,12,6,37632,20.163
int_1.bz2,20,8,12,6,37632,19.654
int_2.bz2,20,8,12,6,37632,0.792
mm_1.bz2,20,8,12,6,37632,13.238
mm_2.bz2,20,8,12,6,37632,22.213
fp_1.bz2,20,8,12,8,48384,1.339
fp_2.bz2,20,8,12,8,48384,20.163
int_1.bz2,20,8,12,8,48384,19.316
int_2.bz2,20,8,12,8,48384,0.778
mm_1.bz2,20,8,12,8,48384,12.646
mm_2.bz2,20,8,12,8,48384,21.531
fp_1.bz2,20,8,12,10,59136,1.339
fp_2.bz2,20,8,12,10,59136,5.196
int_1.bz2,20,8,12,10,59136,15.686
int_2.bz2,20,8,12,10,59136,0.723
mm_1.bz2,20,8,12,10,59136,7.870
mm_2.bz2,20,8,12,10,59136,19.366
fp_1.bz2,20,8,14,4,26880,1.422
fp_2.bz2,20,8,14,4,26880,20.163
int_1.bz2,20,8,14,4,26880,19.836
int_2.bz2,20,8,14,4,26880,0.805
mm_1.bz2,20,8,14,4,26880,13.552
mm_2.bz2,20,8,14,4,26880,22.814
fp_1.bz2,20,8,14,6,37632,1.339
fp_2.bz2,20,8,14,6,37632,20.163
int_1.bz2,20,8,14,6,37632,19.654
int_2.bz2,20,8,14,6,37632,0.792
mm_1.bz2,20,8,14,6,37632,13.238
mm_2.bz2,20,8,14,6,37632,22.256
fp_1.bz2,20,8,14,8,48384,1.339
fp_2.bz2,20,8,14,8,48384,20.163
int_1.bz2,20,8,14,8,48384,19.316
int_2.bz2,20,8,14,8,48384,0.781
mm_1.bz2,20,8,14,8,48384,12.646
mm_2.bz2,20,8,14,8,48384,22.337
fp_1.bz2,20,8,14,10,59136,1.339
fp_2.bz2,20,8,14,10,59136,20.163
int_1.bz2,20,8,14,10,59136,18.838
int_2.bz2,20,8,14,10,59136,0.784
mm_1.bz2,20,8,14,10,59136,11.855
mm_2.bz2,20,8,14,10,59136,22.282
fp_1.bz2,20,8,16,4,26880,1.422
fp_2.bz2,20,8,16,4,26880,20.163
int_1.bz2,20,8,16,4,26880,19.836
int_2.bz2,20,8,16,4,26880,0.805
mm_1.bz2,20,8,16,4,26880,13.552
mm_2.bz2,20,8,16,4,26880,22.814
fp_1.bz2,20,8,16,6,37632,1.339
fp_2.bz2,20,8,16,6,37632,20.163
int_1.bz2,20,8,16,6,37632,19.654
int_2.bz2,20,8,16,6,37632,0.792
mm_1.bz2,20,8,16,6,37632,13.238
mm_2.bz2,20,8,16,6,37632,22.256
fp_1.bz2,20,8,16,8,48384,1.339
fp_2.bz2,20,8,16,8,48384,20.163
int_1.bz2,20,8,16,8,48384,19.316
int_2.bz2,20,8,16,8,48384,0.781
mm_1.bz2,20,8,16,8,48384,12.646
mm_2.bz2,20,8,16,8,48384,22.337
fp_1.bz2,20,8,16,10,59136,1.339
fp_2.bz2,20,8,16,10,59136,20.163
int_1.bz2,20,8,16,10,59136,18.838
int_2.bz2,20,8,16,10,59136,0.784
mm_1.bz2,20,8,16,10,59136,11.855
mm_2.bz2,20,8,16,10,59136,22.356
fp_1.bz2,22,4,4,4,1840,1.413
fp_2.bz2,22,4,4,4,1840,3.104
int_1.bz2,22,4,4,4,1840,22.083
int_2.bz2,22,4,4,4,1840,0.688
mm_1.bz2,22,4,4,4,1840,13.236
mm_2.bz2,22,4,4,4,1840,14.657
fp_1.bz2,22,4,4,6,2576,0.970
fp_2.bz2,22,4,4,6,2576,1.091
int_1.bz2,22,4,4,6,2576,20.609
int_2.bz2,22,4,4,6,2576,0.559
mm_1.bz2,22,4,4,6,2576,9.435
mm_2.bz2,22,4,4,6,2576,14.028
fp_1.bz2,22,4,4,8,3312,0.970
fp_2.bz2,22,4,4,8,3312,1.009
int_1.bz2,22,4,4,8,3312,20.606
int_2.bz2,22,4,4,8,3312,0.559
mm_1.bz2,22,4,4,8,3312,9.129
mm_2.bz2,22,4,4,8,3312,14.030
fp_1.bz2,22,4,4,10,4048,0.970
fp_2.bz2,22,4,4,10,4048,1.009
int_1.bz2,22,4,4,10,4048,20.606
int_2.bz2,22,4,4,10,4048,0.559
mm_1.bz2,22,4,4,10,4048,9.129
mm_2.bz2,22,4,4,10,4048,14.030
fp_1.bz2,22,4,4,12,4784,0.970
fp_2.bz2,22,4,4,12,4784,1.009
int_1.bz2,22,4,4,12,4784,20.606
int_2.bz2,22,4,4,12,4784,0.559
mm_1.bz2,22,4,4,12,4784,9.129
mm_2.bz2,22,4,4,12,4784,14.030
fp_1.bz2,22,4,6,4,1840,2.385
fp_2.bz2,22,4,6,4,1840,10.103
int_1.bz2,22,4,6,4,1840,25.852
int_2.bz2,22,4,6,4,1840,1.147
mm_1.bz2,22,4,6,4,1840,19.341
mm_2.bz2,22,4,6,4,1840,18.749
fp_1.bz2,22,4,6,6,2576,1.254
fp_2.bz2,22,4,6,6,2576,2.284
int_1.bz2,22,4,6,6,2576,20.663
int_2.bz2,22,4,6,6,2576,0.698
mm_1.bz2,22,4,6,6,2576,10.763
mm_2.bz2,22,4,6,6,2576,15.657
fp_1.bz2,22,4,6,8,3312,0.996
fp_2.bz2,22,4,6,8,3312,1.131
int_1.bz2,22,4,6,8,3312,19.659
int_2.bz2,22,4,6,8,3312,0.643
mm_1.bz2,22,4,6,8,3312,8.856
mm_2.bz2,22,4,6,8,3312,15.628
fp_1.bz2,22,4,6,10,4048,0.996
fp_2.bz2,22,4,6,10,4048,1.075
int_1.bz2,22,4,6,10,4048,19.659
int_2.bz2,22,4,6,10,4048,0.643
mm_1.bz2,22,4,6,10,4048,8.780
mm_2.bz2,22,4,6,10,4048,15.628
fp_1.bz2,22,4,6,12,4784,0.996
fp_2.bz2,22,4,6,12,4784,1.075
int_1.bz2,22,4,6,12,4784,19.659
int_2.bz2,22,4,6,12,4784,0.643
mm_1.bz2,22,4,6,12,4784,8.780
mm_2.bz2,22,4,6,12,4784,15.628
fp_1.bz2,22,4,8,4,1840,2.492
fp_2.bz2,22,4,8,4,1840,31.842
int_1.bz2,22,4,8,4,1840,33.862
int_2.bz2,22,4,8,4,1840,1.687
mm_1.bz2,22,4,8,4,1840,32.476
mm_2.bz2,22,4,8,4,1840,24.826
fp_1.bz2,22,4,8,6,2576,2.326
fp_2.bz2,22,4,8,6,2576,9.868
int_1.bz2,22,4,8,6,2576,25.295
int_2.bz2,22,4,8,6,2576,1.152
mm_1.bz2,22,4,8,6,2576,18.817
mm_2.bz2,22,4,8,6,2576,20.759
fp_1.bz2,22,4,8,8,3312,1.334
fp_2.bz2,22,4,8,8,3312,2.599
int_1.bz2,22,4,8,8,3312,20.503
int_2.bz2,22,4,8,8,3312,0.836
mm_1.bz2,22,4,8,8,3312,10.929
mm_2.bz2,22,4,8,8,3312,18.863
fp_1.bz2,22,4,8,10,4048,1.129
fp_2.bz2,22,4,8,10,4048,1.425
int_1.bz2,22,4,8,10,4048,19.922
int_2.bz2,22,4,8,10,4048,0.833
mm_1.bz2,22,4,8,10,4048,9.619
mm_2.bz2,22,4,8,10,4048,18.899
fp_1.bz2,22,4,8,12,4784,1.129
fp_2.bz2,22,4,8,12,4784,1.381
int_1.bz2,22,4,8,12,4784,19.922
int_2.bz2,22,4,8,12,4784,0.833
mm_1.bz2,22,4,8,12,4784,9.621
mm_2.bz2,22,4,8,12,4784,18.899
fp_1.bz2,22,4,10,4,1840,2.546
fp_2.bz2,22,4,10,4,1840,31.852
int_1.bz2,22,4,10,4,1840,34.072
int_2.bz2,22,4,10,4,1840,1.760
mm_1.bz2,22,4,10,4,1840,32.484
mm_2.bz2,22,4,10,4,1840,30.882
fp_1.bz2,22,4,10,6,2576,2.508
fp_2.bz2,22,4,10,6,2576,31.839
int_1.bz2,22,4,10,6,2576,34.016
int_2.bz2,22,4,10,6,2576,1.694
mm_1.bz2,22,4,10,6,2576,32.409
mm_2.bz2,22,4,10,6,2576,27.084
fp_1.bz2,22,4,10,8,3312,2.357
fp_2.bz2,22,4,10,8,3312,9.689
int_1.bz2,22,4,10,8,3312,25.294
int_2.bz2,22,4,10,8,3312,1.224
mm_1.bz2,22,4,10,8,3312,18.364
mm_2.bz2,22,4,10,8,3312,23.868
fp_1.bz2,22,4,10,10,4048,1.686
fp_2.bz2,22,4,10,10,4048,2.855
int_1.bz2,22,4,10,10,4048,21.184
int_2.bz2,22,4,10,10,4048,1.087
mm_1.bz2,22,4,10,10,4048,11.502
mm_2.bz2,22,4,10,10,4048,21.961
fp_1.bz2,22,4,10,12,4784,1.641
fp_2.bz2,22,4,10,12,4784,2.123
int_1.bz2,22,4,10,12,4784,20.628
int_2.bz2,22,4,10,12,4784,1.088
mm_1.bz2,22,4,10,12,4784,10.812
mm_2.bz2,22,4,10,12,4784,21.947
fp_1.bz2,22,4,12,4,1840,2.546
fp_2.bz2,22,4,12,4,1840,31.852
int_1.bz2,22,4,12,4,1840,34.072
int_2.bz2,22,4,12,4,1840,1.783
mm_1.bz2,22,4,12,4,1840,32.484
mm_2.bz2,22,4,12,4,1840,34.322
fp_1.bz2,22,4,12,6,2576,2.546
fp_2.bz2,22,4,12,6,2576,31.845
int_1.bz2,22,4,12,6,2576,34.031
int_2.bz2,22,4,12,6,2576,1.766
mm_1.bz2,22,4,12,6,2576,32.415
mm_2.bz2,22,4,12,6,2576,33.369
fp_1.bz2,22,4,12,8,3312,2.519
fp_2.bz2,22,4,12,8,3312,31.820
int_1.bz2,22,4,12,8,3312,33.900
int_2.bz2,22,4,12,8,3312,1.713
mm_1.bz2,22,4,12,8,3312,32.126
mm_2.bz2,22,4,12,8,3312,29.592
fp_1.bz2,22,4,12,10,4048,2.463
fp_2.bz2,22,4,12,10,4048,9.792
int_1.bz2,22,4,12,10,4048,25.994
int_2.bz2,22,4,12,10,4048,1.370
mm_1.bz2,22,4,12,10,4048,18.741
mm_2.bz2,22,4,12,10,4048,26.772
fp_1.bz2,22,4,12,12,4784,2.411
fp_2.bz2,22,4,12,12,4784,4.051
int_1.bz2,22,4,12,12,4784,22.614
int_2.bz2,22,4,12,12,4784,1.311
mm_1.bz2,22,4,12,12,4784,13.421
mm_2.bz2,22,4,12,12,4784,25.246
fp_1.bz2,22,4,14,4,1840,2.546
fp_2.bz2,22,4,14,4,1840,31.852
int_1.bz2,22,4,14,4,1840,34.072
int_2.bz2,22,4,14,4,1840,1.783
mm_1.bz2,22,4,14,4,1840,32.484
mm_2.bz2,22,4,14,4,1840,34.555
fp_1.bz2,22,4,14,6,2576,2.546
fp_2.bz2,22,4,14,6,2576,31.845
int_1.bz2,22,4,14,6,2576,34.031
int_2.bz2,22,4,14,6,2576,1.766
mm_1.bz2,22,4,14,6,2576,32.415
mm_2.bz2,22,4,14,6,2576,34.401
fp_1.bz2,22,4,14,8,3312,2.546
fp_2.bz2,22,4,14,8,3312,31.820
int_1.bz2,22,4,14,8,3312,33.912
int_2.bz2,22,4,14,8,3312,1.730
mm_1.bz2,22,4,14,8,3312,32.126
mm_2.bz2,22,4,14,8,3312,34.209
fp_1.bz2,22,4,14,10,4048,2.546
fp_2.bz2,22,4,14,10,4048,31.722
int_1.bz2,22,4,14,10,4048,33.420
int_2.bz2,22,4,14,10,4048,1.730
mm_1.bz2,22,4,14,10,4048,31.037
mm_2.bz2,22,4,14,10,4048,32.244
fp_1.bz2,22,4,14,12,4784,2.546
fp_2.bz2,22,4,14,12,4784,9.558
int_1.bz2,22,4,14,12,4784,28.456
int_2.bz2,22,4,14,12,4784,1.539
mm_1.bz2,22,4,14,12,4784,19.921
mm_2.bz2,22,4,14,12,4784,30.728
fp_1.bz2,22,4,16,4,1840,2.546
fp_2.bz2,22,4,16,4,1840,31.852
int_1.bz2,22,4,16,4,1840,34.072
int_2.bz2,22,4,16,4,1840,1.783
mm_1.bz2,22,4,16,4,1840,32.484
mm_2.bz2,22,4,16,4,1840,34.555
fp_1.bz2,22,4,16,6,2576,2.546
fp_2.bz2,22,4,16,6,2576,31.845
int_1.bz2,22,4,16,6,2576,34.031
int_2.bz2,22,4,16,6,2576,1.766
mm_1.bz2,22,4,16,6,2576,32.415
mm_2.bz2,22,4,16,6,2576,34.401
fp_1.bz2,22,4,16,8,3312,2.546
fp_2.bz2,22,4,16,8,3312,31.820
int_1.bz2,22,4,16,8,3312,33.912
int_2.bz2,22,4,16,8,3312,1.730
mm_1.bz2,22,4,16,8,3312,32.126
mm_2.bz2,22,4,16,8,3312,34.209
fp_1.bz2,22,4,16,10,4048,2.546
fp_2.bz2,22,4,16,10,4048,31.722
int_1.bz2,22,4,16,10,4048,33.429
int_2.bz2,22,4,16,10,4048,1.730
mm_1.bz2,22,4,16,10,4048,31.037
mm_2.bz2,22,4,16,10,4048,34.098
fp_1.bz2,22,4,16,12,4784,2.546
fp_2.bz2,22,4,16,12,4784,31.331
int_1.bz2,22,4,16,12,4784,33.245
int_2.bz2,22,4,16,12,4784,1.759
mm_1.bz2,22,4,16,12,4784,26.847
mm_2.bz2,22,4,16,12,4784,33.915
fp_1.bz2,22,6,4,4,7360,1.111
fp_2.bz2,22,6,4,4,7360,1.894
int_1.bz2,22,6,4,4,7360,14.411
int_2.bz2,22,6,4,4,7360,0.402
mm_1.bz2,22,6,4,4,7360,5.983
mm_2.bz2,22,6,4,4,7360,10.420
fp_1.bz2,22,6,4,6,10304,0.839
fp_2.bz2,22,6,4,6,10304,0.979
int_1.bz2,22,6,4,6,10304,12.123
int_2.bz2,22,6,4,6,10304,0.372
mm_1.bz2,22,6,4,6,10304,3.296
mm_2.bz2,22,6,4,6,10304,10.120
fp_1.bz2,22,6,4,8,13248,0.839
fp_2.bz2,22,6,4,8,13248,0.973
int_1.bz2,22,6,4,8,13248,12.054
int_2.bz2,22,6,4,8,13248,0.373
mm_1.bz2,22,6,4,8,13248,2.775
mm_2.bz2,22,6,4,8,13248,10.120
fp_1.bz2,22,6,4,10,16192,0.839
fp_2.bz2,22,6,4,10,16192,0.973
int_1.bz2,22,6,4,10,16192,12.054
int_2.bz2,22,6,4,10,16192,0.373
mm_1.bz2,22,6,4,10,16192,2.775
mm_2.bz2,22,6,4,10,16192,10.120
fp_1.bz2,22,6,4,12,19136,0.839
fp_2.bz2,22,6,4,12,19136,0.973
int_1.bz2,22,6,4,12,19136,12.054
int_2.bz2,22,6,4,12,19136,0.373
mm_1.bz2,22,6,4,12,19136,2.775
mm_2.bz2,22,6,4,12,19136,10.120
fp_1.bz2,22,6,6,4,7360,1.579
fp_2.bz2,22,6,6,4,7360,4.497
int_1.bz2,22,6,6,4,7360,18.419
int_2.bz2,22,6,6,4,7360,0.694
mm_1.bz2,22,6,6,4,7360,11.087
mm_2.bz2,22,6,6,4,7360,14.275
fp_1.bz2,22,6,6,6,10304,0.969
fp_2.bz2,22,6,6,6,10304,1.376
int_1.bz2,22,6,6,6,10304,12.875
int_2.bz2,22,6,6,6,10304,0.425
mm_1.bz2,22,6,6,6,10304,5.108
mm_2.bz2,22,6,6,6,10304,11.735
fp_1.bz2,22,6,6,8,13248,0.859
fp_2.bz2,22,6,6,8,13248,0.998
int_1.bz2,22,6,6,8,13248,11.423
int_2.bz2,22,6,6,8,13248,0.415
mm_1.bz2,22,6,6,8,13248,3.300
mm_2.bz2,22,6,6,8,13248,11.624
fp_1.bz2,22,6,6,10,16192,0.859
fp_2.bz2,22,6,6,10,16192,0.998
int_1.bz2,22,6,6,10,16192,11.410
int_2.bz2,22,6,6,10,16192,0.415
mm_1.bz2,22,6,6,10,16192,3.175
mm_2.bz2,22,6,6,10,16192,11.624
fp_1.bz2,22,6,6,12,19136,0.859
fp_2.bz2,22,6,6,12,19136,0.998
int_1.bz2,22,6,6,12,19136,11.410
int_2.bz2,22,6,6,12,19136,0.415
mm_1.bz2,22,6,6,12,19136,3.175
mm_2.bz2,22,6,6,12,19136,11.624
fp_1.bz2,22,6,8,4,7360,1.863
fp_2.bz2,22,6,8,4,7360,21.642
int_1.bz2,22,6,8,4,7360,26.603
int_2.bz2,22,6,8,4,7360,1.113
mm_1.bz2,22,6,8,4,7360,23.364
mm_2.bz2,22,6,8,4,7360,21.242
fp_1.bz2,22,6,8,6,10304,1.544
fp_2.bz2,22,6,8,6,10304,4.373
int_1.bz2,22,6,8,6,10304,17.980
int_2.bz2,22,6,8,6,10304,0.716
mm_1.bz2,22,6,8,6,10304,9.991
mm_2.bz2,22,6,8,6,10304,16.684
fp_1.bz2,22,6,8,8,13248,0.976
fp_2.bz2,22,6,8,8,13248,1.607
int_1.bz2,22,6,8,8,13248,13.037
int_2.bz2,22,6,8,8,13248,0.592
mm_1.bz2,22,6,8,8,13248,5.241
mm_2.bz2,22,6,8,8,13248,14.202
fp_1.bz2,22,6,8,10,16192,0.926
fp_2.bz2,22,6,8,10,16192,1.109
int_1.bz2,22,6,8,10,16192,12.029
int_2.bz2,22,6,8,10,16192,0.592
mm_1.bz2,22,6,8,10,16192,3.947
mm_2.bz2,22,6,8,10,16192,14.093
fp_1.bz2,22,6,8,12,19136,0.926
fp_2.bz2,22,6,8,12,19136,1.109
int_1.bz2,22,6,8,12,19136,12.028
int_2.bz2,22,6,8,12,19136,0.592
mm_1.bz2,22,6,8,12,19136,3.947
mm_2.bz2,22,6,8,12,19136,14.093
fp_1.bz2,22,6,10,4,7360,1.863
fp_2.bz2,22,6,10,4,7360,21.642
int_1.bz2,22,6,10,4,7360,27.502
int_2.bz2,22,6,10,4,7360,1.179
mm_1.bz2,22,6,10,4,7360,23.371
mm_2.bz2,22,6,10,4,7360,28.703
fp_1.bz2,22,6,10,6,10304,1.863
fp_2.bz2,22,6,10,6,10304,21.642
int_1.bz2,22,6,10,6,10304,26.820
int_2.bz2,22,6,10,6,10304,1.122
mm_1.bz2,22,6,10,6,10304,22.968
mm_2.bz2,22,6,10,6,10304,23.927
fp_1.bz2,22,6,10,8,13248,1.521
fp_2.bz2,22,6,10,8,13248,4.641
int_1.bz2,22,6,10,8,13248,18.233
int_2.bz2,22,6,10,8,13248,0.817
mm_1.bz2,22,6,10,8,13248,10.370
mm_2.bz2,22,6,10,8,13248,19.697
fp_1.bz2,22,6,10,10,16192,1.138
fp_2.bz2,22,6,10,10,16192,1.840
int_1.bz2,22,6,10,10,16192,14.057
int_2.bz2,22,6,10,10,16192,0.776
mm_1.bz2,22,6,10,10,16192,6.183
mm_2.bz2,22,6,10,10,16192,17.330
fp_1.bz2,22,6,10,12,19136,1.138
fp_2.bz2,22,6,10,12,19136,1.437
int_1.bz2,22,6,10,12,19136,13.531
int_2.bz2,22,6,10,12,19136,0.776
mm_1.bz2,22,6,10,12,19136,5.322
mm_2.bz2,22,6,10,12,19136,17.310
fp_1.bz2,22,6,12,4,7360,1.863
fp_2.bz2,22,6,12,4,7360,21.642
int_1.bz2,22,6,12,4,7360,27.503
int_2.bz2,22,6,12,4,7360,1.179
mm_1.bz2,22,6,12,4,7360,23.371
mm_2.bz2,22,6,12,4,7360,31.400
fp_1.bz2,22,6,12,6,10304,1.863
fp_2.bz2,22,6,12,6,10304,21.642
int_1.bz2,22,6,12,6,10304,27.284
int_2.bz2,22,6,12,6,10304,1.172
mm_1.bz2,22,6,12,6,10304,22.968
mm_2.bz2,22,6,12,6,10304,30.095
fp_1.bz2,22,6,12,8,13248,1.783
fp_2.bz2,22,6,12,8,13248,21.642
int_1.bz2,22,6,12,8,13248,26.758
int_2.bz2,22,6,12,8,13248,1.154
mm_1.bz2,22,6,12,8,13248,21.934
mm_2.bz2,22,6,12,8,13248,27.360
fp_1.bz2,22,6,12,10,16192,1.692
fp_2.bz2,22,6,12,10,16192,5.184
int_1.bz2,22,6,12,10,16192,19.417
int_2.bz2,22,6,12,10,16192,0.969
mm_1.bz2,22,6,12,10,16192,11.814
mm_2.bz2,22,6,12,10,16192,23.702
fp_1.bz2,22,6,12,12,19136,1.558
fp_2.bz2,22,6,12,12,19136,2.574
int_1.bz2,22,6,12,12,19136,16.408
int_2.bz2,22,6,12,12,19136,0.952
mm_1.bz2,22,6,12,12,19136,8.920
mm_2.bz2,22,6,12,12,19136,22.616
fp_1.bz2,22,6,14,4,7360,1.863
fp_2.bz2,22,6,14,4,7360,21.642
int_1.bz2,22,6,14,4,7360,27.503
int_2.bz2,22,6,14,4,7360,1.179
mm_1.bz2,22,6,14,4,7360,23.371
mm_2.bz2,22,6,14,4,7360,31.589
fp_1.bz2,22,6,14,6,10304,1.863
fp_2.bz2,22,6,14,6,10304,21.642
int_1.bz2,22,6,14,6,10304,27.284
int_2.bz2,22,6,14,6,10304,1.172
mm_1.bz2,22,6,14,6,10304,22.968
mm_2.bz2,22,6,14,6,10304,30.813
fp_1.bz2,22,6,14,8,13248,1.783
fp_2.bz2,22,6,14,8,13248,21.642
int_1.bz2,22,6,14,8,13248,26.893
int_2.bz2,22,6,14,8,13248,1.167
mm_1.bz2,22,6,14,8,13248,21.934
mm_2.bz2,22,6,14,8,13248,30.449
fp_1.bz2,22,6,14,10,16192,1.783
fp_2.bz2,22,6,14,10,16192,21.365
int_1.bz2,22,6,14,10,16192,26.496
int_2.bz2,22,6,14,10,16192,1.168
mm_1.bz2,22,6,14,10,16192,20.724
mm_2.bz2,22,6,14,10,16192,29.598
fp_1.bz2,22,6,14,12,19136,1.783
fp_2.bz2,22,6,14,12,19136,6.444
int_1.bz2,22,6,14,12,19136,22.278
int_2.bz2,22,6,14,12,19136,1.119
mm_1.bz2,22,6,14,12,19136,15.361
mm_2.bz2,22,6,14,12,19136,28.339
fp_1.bz2,22,6,16,4,7360,1.863
fp_2.bz2,22,6,16,4,7360,21.642
int_1.bz2,22,6,16,4,7360,27.503
int_2.bz2,22,6,16,4,7360,1.179
mm_1.bz2,22,6,16,4,7360,23.371
mm_2.bz2,22,6,16,4,7360,31.589
fp_1.bz2,22,6,16,6,10304,1.863
fp_2.bz2,22,6,16,6,10304,21.642
int_1.bz2,22,6,16,6,10304,27.284
int_2.bz2,22,6,16,6,10304,1.172
mm_1.bz2,22,6,16,6,10304,22.968
mm_2.bz2,22,6,16,6,10304,30.813
fp_1.bz2,22,6,16,8,13248,1.783
fp_2.bz2,22,6,16,8,13248,21.642
int_1.bz2,22,6,16,8,13248,26.893
int_2.bz2,22,6,16,8,13248,1.167
mm_1.bz2,22,6,16,8,13248,21.934
mm_2.bz2,22,6,16,8,13248,30.449
fp_1.bz2,22,6,16,10,16192,1.783
fp_2.bz2,22,6,16,10,16192,21.365
int_1.bz2,22,6,16,10,16192,26.538
int_2.bz2,22,6,16,10,16192,1.167
mm_1.bz2,22,6,16,10,16192,20.724
mm_2.bz2,22,6,16,10,16192,30.901
fp_1.bz2,22,6,16,12,19136,1.783
fp_2.bz2,22,6,16,12,19136,21.272
int_1.bz2,22,6,16,12,19136,26.090
int_2.bz2,22,6,16,12,19136,1.167
mm_1.bz2,22,6,16,12,19136,19.974
mm_2.bz2,22,6,16,12,19136,30.945
fp_1.bz2,22,8,4,4,29440,0.946
fp_2.bz2,22,8,4,4,29440,1.886
int_1.bz2,22,8,4,4,29440,11.347
int_2.bz2,22,8,4,4,29440,0.354
mm_1.bz2,22,8,4,4,29440,4.349
mm_2.bz2,22,8,4,4,29440,7.637
fp_1.bz2,22,8,4,6,41216,0.825
fp_2.bz2,22,8,4,6,41216,0.969
int_1.bz2,22,8,4,6,41216,8.905
int_2.bz2,22,8,4,6,41216,0.326
mm_1.bz2,22,8,4,6,41216,2.733
mm_2.bz2,22,8,4,6,41216,7.276
fp_1.bz2,22,8,4,8,52992,0.825
fp_2.bz2,22,8,4,8,52992,0.969
int_1.bz2,22,8,4,8,52992,8.742
int_2.bz2,22,8,4,8,52992,0.326
mm_1.bz2,22,8,4,8,52992,2.526
mm_2.bz2,22,8,4,8,52992,7.274
fp_1.bz2,22,8,6,4,29440,1.289
fp_2.bz2,22,8,6,4,29440,3.974
int_1.bz2,22,8,6,4,29440,14.351
int_2.bz2,22,8,6,4,29440,0.516
mm_1.bz2,22,8,6,4,29440,6.261
mm_2.bz2,22,8,6,4,29440,10.520
fp_1.bz2,22,8,6,6,41216,0.832
fp_2.bz2,22,8,6,6,41216,1.203
int_1.bz2,22,8,6,6,41216,9.860
int_2.bz2,22,8,6,6,41216,0.357
mm_1.bz2,22,8,6,6,41216,3.912
mm_2.bz2,22,8,6,6,41216,8.232
fp_1.bz2,22,8,6,8,52992,0.832
fp_2.bz2,22,8,6,8,52992,0.989
int_1.bz2,22,8,6,8,52992,8.315
int_2.bz2,22,8,6,8,52992,0.353
mm_1.bz2,22,8,6,8,52992,2.750
mm_2.bz2,22,8,6,8,52992,8.091
fp_1.bz2,22,8,8,4,29440,1.422
fp_2.bz2,22,8,8,4,29440,20.163
int_1.bz2,22,8,8,4,29440,19.730
int_2.bz2,22,8,8,4,29440,0.767
mm_1.bz2,22,8,8,4,29440,13.638
mm_2.bz2,22,8,8,4,29440,16.952
fp_1.bz2,22,8,8,6,41216,1.181
fp_2.bz2,22,8,8,6,41216,3.997
int_1.bz2,22,8,8,6,41216,14.317
int_2.bz2,22,8,8,6,41216,0.533
mm_1.bz2,22,8,8,6,41216,6.354
mm_2.bz2,22,8,8,6,41216,12.092
fp_1.bz2,22,8,8,8,52992,0.854
fp_2.bz2,22,8,8,8,52992,1.433
int_1.bz2,22,8,8,8,52992,9.973
int_2.bz2,22,8,8,8,52992,0.457
mm_1.bz2,22,8,8,8,52992,4.001
mm_2.bz2,22,8,8,8,52992,10.174
fp_1.bz2,22,8,10,4,29440,1.422
fp_2.bz2,22,8,10,4,29440,20.163
int_1.bz2,22,8,10,4,29440,19.828
int_2.bz2,22,8,10,4,29440,0.804
mm_1.bz2,22,8,10,4,29440,13.642
mm_2.bz2,22,8,10,4,29440,22.259
fp_1.bz2,22,8,10,6,41216,1.339
fp_2.bz2,22,8,10,6,41216,20.163
int_1.bz2,22,8,10,6,41216,19.602
int_2.bz2,22,8,10,6,41216,0.770
mm_1.bz2,22,8,10,6,41216,13.326
mm_2.bz2,22,8,10,6,41216,19.572
fp_1.bz2,22,8,10,8,52992,1.201
fp_2.bz2,22,8,10,8,52992,4.249
int_1.bz2,22,8,10,8,52992,14.711
int_2.bz2,22,8,10,8,52992,0.624
mm_1.bz2,22,8,10,8,52992,6.613
mm_2.bz2,22,8,10,8,52992,14.987
fp_1.bz2,22,8,12,4,29440,1.422
fp_2.bz2,22,8,12,4,29440,20.163
int_1.bz2,22,8,12,4,29440,19.828
int_2.bz2,22,8,12,4,29440,0.804
mm_1.bz2,22,8,12,4,29440,13.642
mm_2.bz2,22,8,12,4,29440,22.731
fp_1.bz2,22,8,12,6,41216,1.339
fp_2.bz2,22,8,12,6,41216,20.163
